campaign_id,channel,cost,impressions,clicks,conversions,date
998,Facebook,2194.43,475656,49604,3228,2023-07-19
999,Instagram,1268.12,815206,70600,8320,2024-03-13
1000,Instagram,120.57,402772,52440,4399,2024-09-01
1001,Facebook,1021.44,250699,129322,3966,2023-04-14
1002,Facebook,119.9,178195,34170,9108,2024-01-07
1003,Facebook,3627.21,79342,73385,5281,2023-06-13
1004,Facebook,2185.12,381031,123505,5017,2023-04-23
1005,Google Ads,1631.62,698946,146048,5155,2024-09-06
1006,TikTok,3832.43,651369,18362,1250,2024-07-02
1007,TikTok,4179.19,15864,102509,4688,2023-04-16
1008,Google Ads,4878.97,620840,35687,4073,2024-11-29
1009,Facebook,3245.87,261281,128695,3787,2023-12-30
1010,Instagram,2361.49,322133,55231,9131,2023-01-21
1011,Instagram,1595.8,581381,93119,5658,2024-10-21
1012,Instagram,1189.36,34749,42118,9193,2023-05-09
1013,Facebook,1143.34,60739,117277,3772,2024-04-27
1014,Google Ads,2105.03,175068,85284,2212,2024-11-29
1015,Google Ads,4959.75,496072,97392,6867,2023-07-18
1016,Google Ads,104.18,804737,44661,6963,2024-09-11
1017,TikTok,1066.31,78474,117081,9802,2024-06-04
1018,TikTok,1023.13,279462,141242,9819,2024-02-24
1019,TikTok,3613.89,53810,33879,5693,2023-08-14
1020,TikTok,1827.18,914094,147788,3991,2023-07-28
1021,Instagram,2340.58,217987,96009,9295,2023-09-02
1022,Instagram,828.26,122752,117815,2187,2023-10-15
1023,Google Ads,2084.49,694180,100577,3032,2023-03-07
1024,TikTok,605.68,62800,101788,3903,2023-06-02
1025,Google Ads,2711.91,596230,117116,8220,2024-05-05
1026,Facebook,579.9,808093,131969,9452,2024-03-10
1027,TikTok,3973.49,84394,144766,3670,2024-12-03
1028,TikTok,2876.35,556104,47854,5727,2023-08-06
1029,Google Ads,3647.44,13850,53739,4894,2024-03-04
1030,Google Ads,2150.73,996641,12769,5518,2024-05-16
1031,Facebook,1969.31,983561,129339,2336,2024-10-27
1032,Google Ads,581.22,434082,84609,3323,2024-08-16
1033,TikTok,2666.89,945148,28887,7120,2023-08-09
1034,Instagram,2621.06,316063,24151,7859,2024-03-10
1035,Facebook,2393.7,28428,50715,99,2023-10-07
1036,Facebook,3728.54,368167,136461,3656,2024-09-14
1037,TikTok,4179.27,377304,119223,6786,2023-04-02
1038,Instagram,3778.87,632186,128914,693,2024-06-07
1039,Google Ads,804.94,714851,18045,4801,2023-05-19
1040,Google Ads,3148.09,427596,114235,8209,2024-10-28
1041,Instagram,493.58,860254,82594,3709,2023-01-23
1042,Instagram,3503.65,338748,141106,2770,2024-02-21
1043,TikTok,1971.01,731701,53268,1030,2023-12-14
1044,Google Ads,749.24,397233,76186,4475,2023-08-25
1045,TikTok,4324.05,743068,122015,4209,2023-07-02
1046,Google Ads,3108.64,535214,69660,6995,2024-05-22
1047,Google Ads,1838.15,307652,31872,1619,2023-07-17
1048,Instagram,250.56,155558,139894,9042,2024-11-12
1049,TikTok,2732.82,651087,67756,9167,2023-05-03
1050,Instagram,4623.81,96933,95725,2516,2024-06-29
1051,TikTok,3022.26,423727,86984,9707,2024-01-16
1052,Google Ads,4861.09,388174,117229,7995,2024-05-29
1053,Facebook,768.61,765236,137049,1125,2023-01-06
1054,Facebook,2884.7,639829,19004,8684,2023-10-31
1055,TikTok,4010.81,797434,86428,6906,2024-09-05
1056,TikTok,2675.15,836018,80295,5604,2023-07-11
1057,Instagram,546.23,69737,66600,3036,2024-01-11
1058,Google Ads,2956.14,392301,35002,2526,2024-06-08
1059,Facebook,3097.52,458884,53706,166,2023-02-05
1060,Instagram,3670.68,814480,123674,4189,2023-03-11
1061,TikTok,3829.94,489882,35671,7348,2023-10-16
1062,Google Ads,3876.79,696684,69547,575,2023-04-15
1063,Instagram,3350.88,391056,76852,7171,2024-12-16
1064,Instagram,1157.47,723237,87257,8797,2023-11-09
1065,TikTok,2080.76,604805,57303,3343,2023-02-24
1066,Google Ads,3903.04,468448,57905,1818,2023-04-17
1067,Facebook,4771.79,515918,72749,9347,2024-10-14
1068,Instagram,486.84,408741,130394,9007,2023-11-03
1069,TikTok,2724.13,646731,41010,6023,2023-02-05
1070,Instagram,1631.36,577922,25092,9727,2023-05-13
1071,TikTok,1204.43,488377,87621,7979,2023-01-25
1072,TikTok,2578.47,848923,55548,9154,2023-02-06
1073,TikTok,3069.84,647704,70003,5171,2023-01-19
1074,Google Ads,147.88,268709,10886,5409,2023-02-04
1075,Facebook,3923.01,343627,111416,4541,2023-12-29
1076,Google Ads,4117.42,516515,42806,6380,2024-02-22
1077,Facebook,4831,227685,110097,3860,2024-03-05
1078,TikTok,985.15,893666,76687,1514,2024-06-01
1079,Facebook,3013.31,73053,15711,1067,2024-04-11
1080,Google Ads,2190.46,539575,4590,881,2023-07-18
1081,Instagram,1740.66,340509,50104,6909,2024-06-29
1082,Google Ads,2871.6,658782,96949,5032,2024-07-21
1083,Google Ads,3933.68,816492,129313,6502,2023-07-30
1084,Google Ads,212.96,566921,137549,3639,2024-08-31
1085,Google Ads,4850.06,990025,10003,9741,2024-05-15
1086,Google Ads,4068.42,368395,145739,4557,2023-08-29
1087,Facebook,3780.65,14790,26706,8292,2023-06-19
1088,Facebook,3825.9,656347,123216,3532,2023-10-21
1089,Instagram,2006.4,419384,133432,2816,2023-11-11
1090,Google Ads,3782.94,680379,16933,6411,2023-05-07
1091,Google Ads,1995.17,175811,115356,407,2024-04-12
1092,Instagram,4503.66,528956,3598,7204,2024-01-02
1093,Instagram,968.39,339424,125840,2515,2023-01-21
1094,TikTok,1532.5,816186,10618,8133,2023-11-12
1095,Instagram,2801.55,974118,22354,1739,2023-03-31
1096,Instagram,1664.13,86058,81538,4052,2024-02-08
1097,Instagram,2178.76,529797,134517,258,2024-06-01
1098,TikTok,2512.87,921004,59929,8700,2024-03-26
1099,Facebook,4296.13,249553,93867,5786,2024-08-31
1100,TikTok,2663.64,644269,107499,3683,2023-05-30
1101,Facebook,1876.05,785642,9742,4720,2024-03-21
1102,Instagram,1313.91,76440,83475,3726,2023-03-21
1103,TikTok,2102.51,27921,89317,678,2023-01-17
1104,TikTok,2627.11,317695,129512,9475,2023-05-18
1105,Facebook,3755.96,17683,115120,9098,2024-10-13
1106,TikTok,693.14,78952,120037,8459,2024-05-22
1107,TikTok,1185.89,540121,22205,6126,2024-07-05
1108,Google Ads,1960.3,19290,13836,4906,2024-11-10
1109,Facebook,1865.95,539291,42381,7898,2023-03-15
1110,TikTok,2019.57,237835,79451,1200,2023-03-15
1111,TikTok,3988.25,386230,90032,5355,2023-02-19
1112,Instagram,1688.36,72656,77880,1116,2023-01-10
1113,Google Ads,2559.3,566541,55752,6344,2023-04-13
1114,Google Ads,3157.14,998291,131130,5930,2024-01-23
1115,Instagram,1237.67,183097,11818,9090,2024-01-20
1116,Instagram,3621.61,875454,96319,1058,2023-10-26
1117,Instagram,2780.85,750230,121827,7284,2023-12-05
1118,Instagram,2289.23,203780,47451,687,2024-01-24
1119,Google Ads,4067.94,416922,41101,5577,2024-04-18
1120,TikTok,1293.13,740368,125150,5590,2024-09-07
1121,TikTok,4427.56,874663,16510,8152,2023-05-22
1122,Instagram,2849.14,105791,52785,7063,2023-06-19
1123,Facebook,3084.96,961236,121417,8979,2023-01-13
1124,Instagram,4387.79,732951,89647,8395,2024-10-30
1125,TikTok,4106.16,558004,142563,2491,2024-03-24
1126,Facebook,3047.65,270024,27099,4822,2023-06-23
1127,Instagram,3790.62,513625,133190,7004,2024-11-04
1128,Facebook,2223.27,816381,13052,7011,2023-05-12
1129,Instagram,2782.15,479562,88095,5700,2024-06-23
1130,Google Ads,404.14,591352,100451,4862,2024-08-17
1131,TikTok,540.3,568381,18042,5350,2023-09-26
1132,Instagram,4164.18,478060,1822,9418,2023-09-08
1133,Facebook,392.39,154916,129485,9105,2024-01-05
1134,TikTok,930.06,678720,66319,9611,2024-09-09
1135,Instagram,3999.58,88941,107875,355,2024-06-09
1136,Instagram,105.62,652956,149566,3472,2024-08-14
1137,Instagram,1483.78,125240,74141,8432,2024-05-20
1138,Instagram,2961.79,749688,105847,7710,2024-11-02
1139,Google Ads,3017.7,568610,61438,8812,2023-06-27
1140,TikTok,3908.05,939208,5592,854,2024-10-28
1141,Google Ads,2579.04,446862,147999,6363,2024-06-30
1142,TikTok,2596.07,311325,116459,6704,2023-09-16
1143,Instagram,3654.02,162661,144041,3624,2023-09-17
1144,TikTok,2543.26,781207,29236,5446,2023-05-15
1145,Facebook,3081.61,351116,119929,9252,2024-04-05
1146,TikTok,4499.09,899863,14937,8573,2024-05-03
1147,Facebook,2067.11,877611,75692,6031,2024-10-04
1148,Facebook,1987.11,84562,131887,6182,2023-03-22
1149,Google Ads,117.39,737589,148447,1132,2024-01-02
1150,TikTok,3105.79,927716,20291,2476,2023-02-28
1151,Instagram,245.88,759860,60226,3135,2023-03-15
1152,TikTok,2570.33,145922,8994,2079,2023-08-27
1153,Google Ads,4040.75,40767,84353,944,2023-05-09
1154,Facebook,2794.61,8322,84214,5840,2024-02-16
1155,Facebook,1421.22,823343,23421,3962,2023-11-11
1156,Google Ads,3952.23,702940,108605,6674,2024-01-09
1157,Google Ads,1421.61,444838,25059,834,2024-03-12
1158,TikTok,3691.86,752283,141687,3750,2023-05-18
1159,Facebook,3090.27,530966,65296,4184,2024-03-30
1160,Google Ads,932.98,66265,132955,7178,2024-09-06
1161,TikTok,4535.16,67918,78749,5168,2023-01-09
1162,TikTok,1083.15,940284,71021,4991,2023-08-20
1163,Instagram,4948.98,421722,138154,8146,2024-09-02
1164,Facebook,135.82,436512,100987,5290,2024-12-30
1165,TikTok,1391.07,491600,15416,4238,2024-02-01
1166,Google Ads,1079.32,171954,113752,8398,2024-11-10
1167,Facebook,168.57,847942,120457,8165,2024-07-27
1168,Google Ads,3688.6,829634,105464,3534,2023-11-14
1169,Google Ads,3497.79,133777,3036,2052,2024-05-21
1170,TikTok,3982.52,727893,77500,8151,2024-06-05
1171,TikTok,1357.82,875415,74943,28,2023-03-28
1172,Instagram,2277.24,959234,6809,9405,2024-12-16
1173,Google Ads,3329.66,503911,20807,8379,2023-11-14
1174,TikTok,2254.87,998575,39484,1860,2023-11-29
1175,Instagram,3516.9,353160,35287,7934,2023-12-26
1176,Facebook,3206.47,818483,67035,2572,2023-08-29
1177,Instagram,661.77,380426,42636,8051,2023-02-25
1178,Instagram,3927.11,340809,116872,6128,2023-04-20
1179,Google Ads,3631.31,125559,14345,4014,2023-02-18
1180,Facebook,3313.59,444683,111382,4252,2023-01-16
1181,Google Ads,859.96,425001,112840,2127,2023-03-14
1182,Google Ads,1413.18,910259,32386,2707,2023-07-21
1183,Instagram,2026.57,554690,81001,9933,2023-04-03
1184,Instagram,1471.66,501279,79086,1813,2024-10-10
1185,TikTok,1216.27,265848,69826,7816,2023-02-02
1186,Instagram,4046.25,814459,116442,8351,2024-08-22
1187,TikTok,3227.34,60092,24037,8535,2024-02-23
1188,Google Ads,2870.81,793157,123345,8396,2023-07-22
1189,Instagram,1207.17,589393,4060,8496,2024-07-04
1190,Facebook,4598.58,681583,39702,8591,2024-09-17
1191,Facebook,1036.8,355449,141736,6249,2024-12-20
1192,Google Ads,3995.26,159456,65633,6485,2023-11-08
1193,Google Ads,4836.7,63993,47610,9177,2024-04-13
1194,Instagram,3662.75,885113,5191,1805,2024-01-29
1195,TikTok,4965.01,754788,62435,5047,2023-07-30
1196,Instagram,3290.15,371177,134882,5540,2024-07-24
1197,TikTok,1165.56,555315,63664,2096,2023-06-05
1198,Instagram,1098.72,931271,129357,5337,2024-09-25
1199,Facebook,1690.36,612305,115617,1459,2024-09-23
1200,Facebook,134.94,497327,60077,6934,2023-11-18
1201,TikTok,3440.32,19354,105031,9537,2024-03-10
1202,Instagram,1416.47,836209,8088,8422,2024-07-27
1203,Google Ads,4094.4,216754,93750,3782,2024-10-31
1204,TikTok,1859.95,153973,23174,3500,2023-02-09
1205,Facebook,2451.79,837398,21298,9074,2023-02-09
1206,TikTok,4831.88,987141,76145,5605,2024-03-28
1207,Instagram,1286.64,750623,48168,6419,2023-07-09
1208,Google Ads,3634.15,525201,111069,8624,2023-01-15
1209,Google Ads,3800.08,803947,16660,9400,2023-05-04
1210,TikTok,1182.89,943310,65252,7889,2023-10-07
1211,Instagram,2554.88,623986,123616,5238,2023-02-17
1212,Instagram,1815.99,4573,35491,1817,2023-07-08
1213,Google Ads,3882.34,960445,28831,7570,2023-10-31
1214,Facebook,3150.17,368554,84798,5103,2024-07-12
1215,Instagram,2432.32,485260,113980,617,2024-11-26
1216,Google Ads,3918.88,514529,118540,8509,2023-04-15
1217,Google Ads,1252.26,485737,4440,6285,2024-01-04
1218,Instagram,3792.75,44915,70391,456,2024-05-15
1219,Instagram,4340.33,972284,48831,500,2024-04-04
1220,TikTok,4405.25,268204,52922,8074,2023-09-04
1221,Facebook,3940,181166,41966,2315,2023-09-21
1222,TikTok,2099.27,130471,114395,3874,2023-07-25
1223,TikTok,4910.86,975403,96891,6630,2024-05-21
1224,Google Ads,1960.01,56421,102362,4973,2024-06-13
1225,Google Ads,3229.26,46610,41913,4774,2023-12-30
1226,Facebook,889.26,536221,139887,1003,2023-12-06
1227,TikTok,4904.2,73168,101454,6848,2024-02-11
1228,TikTok,3549.53,307042,14883,4196,2024-03-28
1229,Google Ads,3791.55,6589,89112,6715,2024-07-31
1230,Google Ads,422.31,536900,68033,1066,2023-05-30
1231,Instagram,3840.75,48611,40780,4716,2023-07-12
1232,TikTok,3896.14,544176,123307,9820,2023-05-27
1233,Facebook,3391.69,806849,59279,6608,2024-02-10
1234,TikTok,1530.36,717683,99713,3234,2023-07-02
1235,Google Ads,2499.48,209623,40070,6494,2023-04-16
1236,Instagram,641.13,832872,4818,4498,2023-08-24
1237,TikTok,2410.78,429960,75869,5267,2024-09-29
1238,Facebook,1294.74,215463,79807,6171,2023-06-28
1239,Google Ads,1810.58,275035,141898,8095,2024-03-07
1240,Instagram,896.74,749658,92404,3669,2024-02-05
1241,TikTok,1227.27,335275,17239,4715,2024-06-08
1242,Facebook,475.19,325237,119904,9657,2024-06-23
1243,Google Ads,4607.52,706654,44882,6069,2023-11-19
1244,Facebook,2699.01,505924,20058,1961,2023-09-18
1245,TikTok,2044.04,553845,103126,875,2024-09-03
1246,Google Ads,2721.64,248368,69234,8734,2024-11-30
1247,TikTok,3178.64,898561,13683,3516,2024-02-03
1248,Instagram,4617.21,481688,17113,3865,2023-12-03
1249,TikTok,975.6,979670,48084,4499,2023-10-27
1250,Instagram,1548.21,346961,121346,9210,2023-04-29
1251,TikTok,4881.37,265336,129210,7233,2024-07-11
1252,Facebook,1918.85,177104,9196,9620,2024-02-17
1253,Facebook,210.55,493611,73633,5947,2024-08-02
1254,Google Ads,823.45,706211,114895,574,2024-01-19
1255,Facebook,229.06,437077,25718,1458,2024-04-24
1256,Facebook,4950.62,822378,9968,7395,2023-11-01
1257,Instagram,1466.47,575172,21982,9691,2024-11-13
1258,Facebook,4625.36,833792,106860,9683,2023-07-15
1259,Instagram,4979.84,326396,102225,3172,2023-11-29
1260,Instagram,3039.22,916083,125777,2470,2023-01-20
1261,Instagram,262.66,754205,110082,3427,2024-09-14
1262,TikTok,499.8,566760,70814,7798,2024-10-19
1263,Instagram,2459.79,560743,71202,7736,2024-12-04
1264,TikTok,2090.24,553960,33475,4206,2024-03-08
1265,Instagram,3070.27,529044,71310,2200,2024-03-01
1266,TikTok,2250.35,236437,89376,2964,2023-08-17
1267,Google Ads,4676.98,894359,88806,6905,2024-06-07
1268,Google Ads,2720.22,220526,73706,3313,2023-08-05
1269,TikTok,3499.26,595318,119937,2927,2024-08-13
1270,Google Ads,4492.78,583439,108443,8873,2024-01-10
1271,Facebook,819.67,559335,61501,8470,2023-02-05
1272,Instagram,1225.7,990578,58935,4458,2023-01-28
1273,TikTok,625.86,194463,57036,1648,2024-01-07
1274,Google Ads,784.23,920725,127546,5527,2023-03-27
1275,Google Ads,2611.66,268308,128444,9350,2023-07-07
1276,Facebook,1673.78,296766,16210,8184,2023-11-01
1277,Instagram,2173.55,823412,61649,2341,2024-02-26
1278,Facebook,4914.2,970242,130934,1518,2023-03-21
1279,TikTok,867.85,906960,28630,1838,2023-07-05
1280,Google Ads,2749.98,609976,993,870,2023-01-05
1281,Google Ads,584.47,998425,128845,5538,2024-07-11
1282,Google Ads,1660.63,679972,124067,9533,2024-05-11
1283,Facebook,2684.88,79066,94360,5477,2024-05-23
1284,Facebook,4738.5,200948,26985,9363,2024-09-05
1285,Instagram,2017.02,907379,44660,1128,2023-01-02
1286,TikTok,418.04,192644,13713,6499,2023-08-05
1287,Instagram,2001.99,351804,137259,1284,2024-06-20
1288,Instagram,814.13,109115,18765,8762,2023-09-14
1289,Google Ads,1226.95,558331,106668,2864,2024-03-28
1290,Facebook,3128.64,647174,29722,6045,2024-02-28
1291,TikTok,430.38,603119,95934,1977,2023-11-20
1292,Instagram,2377.15,217855,42089,8638,2024-05-13
1293,TikTok,3086.36,67250,44841,9472,2024-08-03
1294,Google Ads,2167.11,433038,20263,5039,2023-07-16
1295,Instagram,193.72,191496,71737,7039,2024-05-18
1296,Facebook,4929.04,591633,59275,8828,2023-09-29
1297,Instagram,1898.87,184950,33646,2973,2024-11-24
1298,Google Ads,3915.03,983467,134647,4626,2023-01-18
1299,Instagram,1695.67,489896,70359,118,2023-04-17
1300,Google Ads,2427.58,243591,14990,7999,2024-06-12
1301,Instagram,2003.47,86898,6813,2292,2023-05-05
1302,TikTok,1778.44,763717,93489,2104,2024-04-27
1303,Facebook,207.07,918540,65417,1067,2024-08-16
1304,Google Ads,1864.1,426618,83079,423,2023-01-04
1305,TikTok,4458.5,91034,121161,3819,2024-09-18
1306,Google Ads,3482.93,619211,130842,7703,2023-12-17
1307,Instagram,812.57,535561,115139,1280,2023-12-17
1308,Google Ads,2996.66,419246,46592,3432,2024-10-10
1309,Google Ads,4471.93,914851,109818,762,2023-08-16
1310,Facebook,3530.17,577748,146567,1629,2023-01-16
1311,TikTok,828.55,373947,72105,5499,2024-02-29
1312,Instagram,4352.38,787228,25140,8634,2024-04-08
1313,Facebook,1577.57,77939,109109,3014,2024-12-24
1314,Google Ads,2324.97,474789,68802,1497,2023-09-03
1315,Facebook,2678.1,151111,21737,8280,2023-06-26
1316,Google Ads,4267.48,15017,67845,9171,2024-06-26
1317,Instagram,4664.88,83901,139919,8653,2024-05-23
1318,Google Ads,4655.3,638288,90567,3552,2024-07-15
1319,Facebook,138.98,826647,111955,7637,2024-10-16
1320,Facebook,4617.25,800015,54140,8571,2024-07-17
1321,Google Ads,366.5,951423,107618,4496,2023-08-21
1322,TikTok,1402.29,310169,83210,4646,2024-11-08
1323,Facebook,2623.44,700614,96495,2983,2023-02-07
1324,TikTok,2451.64,964779,141268,3060,2024-05-05
1325,TikTok,3063.08,58943,75864,7834,2024-03-19
1326,TikTok,2449.29,665874,140390,6804,2023-01-20
1327,TikTok,4678.44,170488,90467,7510,2024-09-02
1328,Facebook,1278.69,526799,84438,2950,2024-12-27
1329,Facebook,1442.72,937146,30007,4540,2024-07-09
1330,TikTok,4611.62,83151,39487,7418,2023-04-21
1331,Facebook,476.02,491341,74755,6063,2024-05-01
1332,TikTok,3086.85,708254,57507,7661,2023-03-30
1333,TikTok,3440.51,549513,135727,3421,2023-11-15
1334,TikTok,2577.15,415062,46195,1990,2023-04-28
1335,Google Ads,3501.74,30152,1142,3856,2024-03-09
1336,Instagram,946.5,893485,103848,1482,2023-08-27
1337,Facebook,4277.9,67107,4288,2545,2023-03-13
1338,Facebook,786.13,968858,78696,4220,2024-02-03
1339,TikTok,2063.98,649675,141405,642,2024-02-08
1340,Google Ads,468.76,682548,3188,3918,2024-11-05
1341,Google Ads,2771.53,324054,1746,1586,2023-09-08
1342,Facebook,3381.75,242608,144299,2409,2023-07-14
1343,TikTok,4711.99,43530,15553,6504,2024-07-25
1344,Facebook,3722.75,341897,52333,54,2024-09-01
1345,TikTok,2751.4,42999,83187,841,2024-08-07
1346,TikTok,4669.82,7609,62093,6928,2023-08-10
1347,Instagram,2444.34,715129,86492,4587,2024-09-22
1348,TikTok,2849.91,703757,122449,9176,2023-07-01
1349,Instagram,3020.88,504793,66119,2906,2024-12-30
1350,Facebook,2108.9,312466,551,5088,2023-09-13
1351,Facebook,4208.57,792583,135241,5056,2023-03-29
1352,Google Ads,1007.36,531694,64374,5982,2024-05-06
1353,Instagram,2818.73,325822,144558,2272,2023-12-02
1354,Facebook,3638.94,572350,138379,6141,2024-06-21
1355,Instagram,4529.48,736789,18257,8015,2024-02-11
1356,Facebook,4431.2,689316,74826,8294,2024-09-24
1357,Instagram,2592.83,636665,105816,9161,2023-10-16
1358,Instagram,3251.49,316974,146101,1071,2023-12-28
1359,TikTok,2031.76,204753,104736,736,2024-03-16
1360,Facebook,2394.07,760591,8013,9557,2023-01-30
1361,Google Ads,4540.7,230975,26827,6376,2024-12-14
1362,TikTok,4660.45,538421,133118,7749,2024-07-01
1363,Google Ads,4487.53,275353,61161,3630,2024-09-28
1364,Instagram,778.02,372972,113488,227,2023-08-11
1365,TikTok,4265.41,768981,68057,6665,2023-05-04
1366,Instagram,4746.98,252061,85939,5711,2024-11-13
1367,Facebook,1870.12,250336,105749,6156,2024-11-23
1368,Facebook,2641.37,224573,1944,3570,2023-08-03
1369,Google Ads,3917.57,337825,34672,8636,2023-04-28
1370,Facebook,2854.18,769021,19549,7993,2023-08-15
1371,Google Ads,4968.07,841777,110237,1619,2024-03-19
1372,Instagram,2333,830017,19559,2204,2024-07-02
1373,TikTok,3598.32,822070,149776,2703,2024-08-30
1374,Facebook,3983.7,545933,125398,7742,2024-09-23
1375,Instagram,2521.09,805840,109434,7574,2024-03-12
1376,TikTok,4299.22,13521,60240,9373,2023-01-12
1377,Instagram,2776.16,874846,25462,797,2023-05-02
1378,Google Ads,2117.09,915864,21419,9026,2024-06-30
1379,Instagram,628.34,386664,100851,2999,2024-05-03
1380,Google Ads,2027.73,825653,138869,2764,2023-09-08
1381,Google Ads,3696.29,101131,96996,3684,2024-08-01
1382,Facebook,4614.3,677446,28835,8199,2024-04-26
1383,Google Ads,1333.23,280067,31393,6239,2024-07-03
1384,Google Ads,1840.65,607049,139182,3874,2023-10-07
1385,Instagram,854.41,794634,92405,3329,2023-12-03
1386,Google Ads,3484.54,358819,89459,6069,2023-06-17
1387,Google Ads,4804.92,486693,40827,5584,2023-11-24
1388,Instagram,3240.67,693566,104645,8805,2023-09-03
1389,TikTok,3123.67,938389,14887,8880,2024-08-13
1390,Facebook,2812.1,111443,117810,9089,2024-09-17
1391,Instagram,533.43,536506,111589,8301,2023-10-28
1392,Google Ads,3674.57,308836,144475,1160,2024-12-29
1393,Instagram,3050.04,184761,98882,3610,2023-07-19
1394,TikTok,3341.24,622436,53548,4744,2024-05-14
1395,Instagram,4504.17,269860,69613,7331,2023-01-13
1396,Instagram,3941.41,781736,6168,2003,2024-01-01
1397,Instagram,3926.48,279232,110140,8035,2024-12-19
1398,Instagram,4643.2,556289,119062,1527,2023-04-07
1399,Google Ads,4950.68,499338,12840,7318,2023-03-12
1400,Instagram,2948.29,416800,88433,7234,2023-12-23
1401,TikTok,633.52,394166,64845,5169,2024-06-27
1402,Instagram,2349.74,791718,138963,4610,2023-09-07
1403,Instagram,3959.25,136811,131657,6721,2023-09-11
1404,Google Ads,235.85,31158,437,8697,2023-07-01
1405,Google Ads,378.75,887825,131096,4250,2023-06-15
1406,Instagram,429.07,530893,146264,6626,2023-01-04
1407,Google Ads,3682.08,57492,56152,2855,2024-04-07
1408,Google Ads,2555.72,499342,1571,3964,2023-05-25
1409,Instagram,1907.6,4321,51294,7935,2023-06-14
1410,Google Ads,617.52,700901,119176,1674,2023-12-10
1411,Facebook,3687.98,970205,73492,9382,2023-04-15
1412,Facebook,1673,755880,61188,2392,2024-07-01
1413,Facebook,1400.09,497405,100009,6878,2023-11-10
1414,Google Ads,3296.36,799602,5764,1921,2023-06-18
1415,Facebook,2839.15,581333,88959,4433,2024-06-03
1416,TikTok,1875.81,927437,92091,1827,2024-08-20
1417,Facebook,3243.29,744588,119905,716,2024-03-11
1418,TikTok,1428.99,491226,136551,630,2024-08-31
1419,Google Ads,3994.67,928410,31636,4860,2024-05-26
1420,Facebook,1223.66,253985,136163,8276,2024-02-13
1421,TikTok,878.3,897972,94854,3768,2024-03-11
1422,Google Ads,3933.95,680174,116234,8928,2023-11-11
1423,Facebook,3568.67,255599,96749,2707,2024-06-25
1424,Instagram,994.93,626389,101710,8418,2024-09-04
1425,Facebook,669.6,263962,93613,3357,2024-08-01
1426,Facebook,4208.16,9434,28459,9499,2023-03-04
1427,Facebook,3905.33,384638,117160,7860,2023-02-01
1428,Instagram,1703.56,712513,114309,4204,2024-08-21
1429,TikTok,3325.17,555859,18143,4230,2023-07-30
1430,TikTok,708.38,303838,88159,5033,2024-04-07
1431,Instagram,2584.53,881858,9170,4386,2024-07-16
1432,Facebook,191.78,119792,145305,8157,2024-07-28
1433,Facebook,2018.85,46485,57055,7675,2023-03-21
1434,Facebook,466.73,668429,28671,9844,2023-12-09
1435,TikTok,2428.22,58198,77215,1867,2023-08-20
1436,TikTok,2166.24,623604,98991,6965,2024-09-04
1437,Instagram,2277.49,957166,130744,7196,2023-05-09
1438,Google Ads,322.12,352114,21971,26,2023-01-19
1439,Instagram,1871.92,970673,137395,6156,2023-12-23
1440,TikTok,3806.77,73928,14297,9124,2024-02-23
1441,Facebook,1907.68,410318,75023,6588,2024-08-28
1442,Facebook,3604.34,951961,102757,5767,2023-03-22
1443,Facebook,1910.45,350942,92538,466,2024-09-06
1444,Facebook,2173.87,53290,101009,7689,2024-10-27
1445,Google Ads,2863.07,647952,100942,2700,2023-04-28
1446,Instagram,4758.34,930436,79532,9690,2024-05-08
1447,Instagram,633.42,255628,41625,8809,2024-05-06
1448,TikTok,261.28,537054,16298,3777,2023-08-13
1449,Instagram,3078.99,875679,94287,2687,2024-02-23
1450,Google Ads,4750.58,14292,98272,5332,2023-05-17
1451,Google Ads,4949.64,218295,99599,6806,2023-08-14
1452,Google Ads,2472.4,703991,149687,5056,2023-11-30
1453,Facebook,2393.6,257817,106413,9696,2023-08-17
1454,TikTok,3260.32,509906,22127,179,2023-11-19
1455,Google Ads,2822.61,73944,13892,7996,2023-04-18
1456,Instagram,3207.03,994734,81413,5464,2024-03-20
1457,Instagram,4382.6,369590,85430,6720,2023-01-07
1458,Instagram,3756.9,35533,32644,921,2023-05-08
1459,Google Ads,2534.7,868205,85363,3092,2023-12-19
1460,Google Ads,2363.14,125433,113429,5527,2023-09-24
1461,Instagram,3234.05,399994,31226,9702,2024-11-15
1462,Google Ads,2332.96,560347,99737,7465,2023-08-02
1463,Instagram,2343.12,385562,127308,2719,2023-09-04
1464,Facebook,179.9,136938,23649,8113,2024-09-09
1465,Google Ads,952.91,861397,36255,9215,2024-08-17
1466,Facebook,2493.72,585949,37581,151,2024-01-09
1467,Facebook,4131,830784,68067,8204,2024-02-25
1468,Google Ads,1465.76,373195,99420,8906,2024-12-15
1469,Instagram,2660.95,875805,82661,3625,2023-02-10
1470,TikTok,1790.31,182808,20546,8440,2024-12-17
1471,Facebook,613.54,35075,8607,1144,2023-12-14
1472,Google Ads,4795.66,494605,125283,4482,2024-07-14
1473,Facebook,4287.9,617219,33308,4534,2023-05-23
1474,Instagram,484.61,738311,17622,720,2023-05-21
1475,Google Ads,3626.96,229594,47502,4568,2024-07-18
1476,TikTok,1803.14,549392,45202,3229,2023-04-17
1477,Google Ads,4974.76,853259,14140,1006,2023-02-02
1478,Facebook,1581.75,594510,104354,4728,2023-07-19
1479,Google Ads,1269.82,242955,138218,7099,2023-04-29
